round,avg,prox,sim
0,0.10386650386650387,0.10386650386650387,0.10386650386650387
1,0.33560478322383086,0.2569761807857046,0.36892842607128323
2,0.46288350097873904,0.3878675116770354,0.5368722987770607
3,0.533531019245305,0.4857646762408666,0.639897668469097
4,0.5789871504157218,0.5537957633195727,0.6957109909490863
5,0.616016435064054,0.6107641917165727,0.7300928348547396
6,0.6454251216155978,0.6527976432738338,0.7580557009128438
7,0.6697598697598697,0.6853305424733998,0.781739248405915
8,0.6895517181231466,0.7119599976742833,0.7946857375428804
9,0.7086264705312323,0.7347791538267728,0.8068376068376069
10,0.7267360505455744,0.751853789949028,0.8137449851735565
11,0.7415624939434462,0.7665368141558618,0.8212958117720024
12,0.7505281314805123,0.7781692734073686,0.8269434269434269
13,0.7566641471403376,0.7872511967750062,0.8330096711049092
14,0.7602224935558268,0.7934724887105838,0.8378471616566854
15,0.7658662325328992,0.8009109056728103,0.8426691474310521
16,0.7717309145880575,0.8071903405236739,0.8458359982169505
17,0.7768087291896816,0.8138884043645948,0.8496075353218211
18,0.7811384382812955,0.8183150183150184,0.8478865050293622
19,0.7873984921603969,0.8229199372056516,0.8516192801907086
20,0.7918289823051727,0.8280210089733899,0.856084656084656
21,0.7985154175630367,0.8318274318274318,0.8583289726146869
22,0.8059344535535012,0.8357695214838072,0.8603794794270984
23,0.8123069170688219,0.8401418687132973,0.8627400817877008
24,0.8157993681803206,0.8430141287284145,0.8644223501366358
25,0.8177994844661511,0.8446227493846542,0.864100626005388
26,0.819570905285191,0.8465530941721418,0.8656588561350466
27,0.817869255964494,0.8484950675426866,0.8680233346900014
28,0.8187607806655426,0.8507975269880031,0.869015640444212
29,0.8183421516754851,0.8525340620578715,0.8699342985057271
30,0.8192142954047716,0.8537085489466443,0.8707676802914899
