round,avg,prox,sim
0,0.033673959262053355,0.033673959262053355,0.033673959262053355
1,0.14572388725053154,0.1322680200260613,0.12922296138810782
2,0.1709210616555792,0.1582333173307729,0.2219052191207736
3,0.19061792743981895,0.17000205747205266,0.27697688773060836
4,0.2086139496605171,0.18842329058363624,0.3174816542075304
5,0.22447020094643716,0.20676222481311296,0.35297990535628554
6,0.243110897743639,0.22205610040463614,0.39681777655853506
7,0.2537137370550717,0.2338248405459159,0.4158562512859201
8,0.26784171181674776,0.24305603182223437,0.43120499279884783
9,0.2802139770934778,0.2595020917632535,0.44913243261779034
10,0.30002057472052673,0.2717097592757698,0.4677045470132364
11,0.3108428777175776,0.2818462382552637,0.4863452438104382
12,0.3228585145051779,0.296756052396955,0.4955764350867567
13,0.33881078115355595,0.3126397366435772,0.519388244976339
14,0.3488238118098896,0.3223235717714834,0.5318565256155269
15,0.3642822851656265,0.3374939990398464,0.5325286331527331
16,0.37275907002263226,0.34699951992318767,0.541910705712914
17,0.37908236746450863,0.3560935463959948,0.5490021260544543
18,0.38515876826006445,0.36525615527055755,0.5586859611823608
19,0.391975858994582,0.3728550853850902,0.569165352170633
20,0.39751731705644333,0.3780810643988752,0.5684520951923736
21,0.4113983951717989,0.39474658802551266,0.5873534051162471
22,0.41693985323366023,0.4029353267951444,0.5878334819285371
23,0.4321788629037789,0.41916192305054517,0.5955970098072836
24,0.44516836979631025,0.4351141896989233,0.598655784925588
25,0.44342637679171526,0.4323983265893972,0.6122076675125163
26,0.4484191756395309,0.4389273712365407,0.6147040669364241
27,0.45319251080172834,0.44364584047733346,0.6219738015225293
28,0.46043481242713125,0.45156024963994235,0.6215074411905904
29,0.46671696042795413,0.45737603730882653,0.6258692819422537
30,0.47017351347644193,0.46334270626157337,0.630642617104451
31,0.4719292229613882,0.4640148137987792,0.6416158013853644
32,0.4760441670667307,0.474329607022838,0.644839174267883
33,0.4801591111720732,0.47576983745970786,0.6459364926959742
34,0.4808449351896304,0.48258692819422544,0.6495439270283245
