round,avg,prox,sim
0,0.4931868131868132,0.4931868131868132,0.4931868131868132
1,0.5043956043956044,0.5004395604395604,0.5037362637362637
2,0.5013186813186814,0.49670329670329677,0.5153846153846153
3,0.5021978021978023,0.5059340659340659,0.517142857142857
4,0.5158241758241758,0.5129670329670328,0.5215384615384615
5,0.5167032967032966,0.5092307692307692,0.5257142857142858
6,0.5241758241758241,0.5116483516483515,0.5454945054945057
7,0.530989010989011,0.5200000000000001,0.5446153846153846
8,0.5353846153846155,0.5186813186813186,0.5457142857142858
9,0.5382417582417584,0.5241758241758242,0.5525274725274726
10,0.5443956043956044,0.5316483516483517,0.5584615384615385
11,0.5494505494505495,0.536923076923077,0.5641758241758243
12,0.5534065934065935,0.5347252747252749,0.5597802197802197
13,0.5593406593406595,0.5371428571428571,0.5716483516483518
14,0.5586813186813188,0.5395604395604396,0.5712087912087912
15,0.5648351648351649,0.547912087912088,0.5734065934065935
16,0.5639560439560439,0.5518681318681319,0.5707692307692308
17,0.5672527472527473,0.5507692307692309,0.5740659340659341
18,0.5681318681318682,0.5575824175824176,0.5821978021978023
19,0.5665934065934067,0.5523076923076923,0.5793406593406594
20,0.5696703296703298,0.5573626373626375,0.578901098901099
21,0.5692307692307692,0.5542857142857145,0.586153846153846
22,0.5712087912087913,0.5584615384615385,0.5854945054945055
23,0.5687912087912089,0.5589010989010991,0.5828571428571431
24,0.5692307692307692,0.5595604395604395,0.5778021978021979
25,0.570989010989011,0.5606593406593408,0.5797802197802198
26,0.5672527472527472,0.558901098901099,0.5819780219780222
27,0.5668131868131868,0.5635164835164835,0.5791208791208791
28,0.5665934065934066,0.5654945054945055,0.5800000000000001
29,0.5707692307692308,0.5663736263736264,0.5843956043956045
30,0.5657142857142857,0.5637362637362637,0.5824175824175823
31,0.5648351648351648,0.5630769230769231,0.5832967032967034
32,0.5681318681318681,0.565934065934066,0.5791208791208792
33,0.5681318681318682,0.5681318681318681,0.585054945054945
34,0.5665934065934067,0.5718681318681319,0.5806593406593407
35,0.5643956043956044,0.5703296703296704,0.5854945054945054
