round,train_loss,train_acc,test_acc
0,4.097241237011191,0.0,0.0
1,3.2958285918551176,0.19332959641255607,0.1915506481036966
2,5.752657227695924,0.25756726457399104,0.25876140182429186
3,4.897932308244064,0.25089686098654707,0.24771963514162265
4,5.5956243618821615,0.09915919282511211,0.09745559289486318
5,5.763675589134474,0.21625560538116592,0.21891502640422467
6,5.116589247973243,0.22858744394618835,0.2232357177148344
7,4.255982751228884,0.24820627802690584,0.2506000960153625
8,4.485973833431177,0.2525784753363229,0.25876140182429186
9,5.153637027573425,0.24080717488789238,0.23187710033605377
10,5.473740359437506,0.2742713004484305,0.2803648583773404
11,4.529054765757424,0.254372197309417,0.25636101776284204
12,4.722860246534238,0.25498878923766816,0.24627940470475276
13,5.119976264378683,0.2366591928251121,0.24051848295727316
14,4.111696151762599,0.2602017937219731,0.2669227076332213
15,4.110306971298004,0.22791479820627802,0.23043686989918388
16,4.590887430771317,0.2532511210762332,0.24579932789246278
17,5.0155102040769,0.25039237668161435,0.2530004800768123
18,4.496752204928096,0.238957399103139,0.23859817570811329
19,4.876389428390182,0.2743273542600897,0.2726836293807009
20,3.488911988619598,0.24551569506726456,0.24819971195391263
21,4.537306104501868,0.24882286995515696,0.25108017282765244
22,3.4990870405606627,0.2413116591928251,0.23763802208353338
23,4.157421423162379,0.2789798206278027,0.2774843975036006
24,3.9199181704276613,0.2664237668161435,0.2683629380700912
25,3.5529836663600443,0.24198430493273543,0.24627940470475276
26,3.840607922712984,0.2756726457399103,0.27220355256841094
27,4.601616637551564,0.2727017937219731,0.26356216994719156
28,3.390306600960047,0.2382286995515695,0.23667786845895344
29,2.3674560650698675,0.26917040358744393,0.26116178588574174
30,5.160756339828563,0.2712443946188341,0.27220355256841094
31,4.484444477713161,0.2727017937219731,0.27940470475276047
32,3.4052218563420356,0.24955156950672647,0.25108017282765244
33,3.659446187648137,0.27802690582959644,0.27316370619299085
34,3.569194378114134,0.27012331838565024,0.26356216994719156
35,2.746035663780209,0.2696748878923767,0.27556409025444073
36,3.8219969701456247,0.2756165919282511,0.27316370619299085
37,3.7768110441653717,0.23890134529147983,0.22803648583773403
38,3.5991799720266475,0.22853139013452914,0.23091694671147384
39,3.9007820077273876,0.27292600896860986,0.2640422467594815
40,3.3733006664940195,0.28004484304932736,0.27892462794047046
41,3.4514518078917744,0.3023542600896861,0.2914066250600096
42,4.696030333043481,0.25582959641255604,0.25924147863658187
43,3.289829827878507,0.2751121076233184,0.27076332213154103
44,2.5714397127067694,0.268609865470852,0.2741238598175708
45,3.4140119882985416,0.26905829596412556,0.2760441670667307
46,3.5515392972239934,0.27320627802690584,0.27892462794047046
47,2.9885261445594407,0.26704035874439463,0.2698031685069611
48,3.4950731804084887,0.26704035874439463,0.26932309169467117
49,2.415111782585559,0.28548206278026905,0.2842054728756601
50,3.998590429613342,0.2507286995515695,0.2525204032645223
51,3.348457163462056,0.2726457399103139,0.27076332213154103
52,3.186716177088998,0.2961883408071749,0.28516562650024
53,4.404206018448878,0.2992152466367713,0.28372539606337016
54,3.2582654208588027,0.2899663677130045,0.2938070091214594
55,2.9278187658838224,0.2709641255605381,0.27364378300528086
56,4.6421752663329245,0.26961883408071746,0.2770043206913106
57,3.8138151085497016,0.29960762331838564,0.28324531925108015
58,2.9858389693851093,0.27113228699551567,0.27460393662986077
59,3.1337285184004915,0.276457399103139,0.27316370619299085
60,3.390452993881676,0.299719730941704,0.28516562650024
61,3.3839027456922515,0.2769058295964126,0.2659625540086414
62,3.8925836429952105,0.279652466367713,0.2760441670667307
63,4.169075232170389,0.3035313901345291,0.2914066250600096
64,1.7925377835106155,0.325280269058296,0.3173307729236678
65,3.1677534600348114,0.2702354260089686,0.27796447431589055
66,3.260872500820812,0.2984865470852018,0.30196831493038884
67,2.9806804719109574,0.30336322869955157,0.2918867018722996
68,3.6182527226784305,0.30106502242152466,0.28804608737397985
69,3.253217013434177,0.2811659192825112,0.27316370619299085
70,3.0820112200341114,0.27466367713004486,0.28084493518963033
71,3.214915568510179,0.29674887892376683,0.30244839174267885
72,2.737730474121067,0.30599775784753364,0.2962073931829093
