round,train_loss,train_acc,test_acc
0,2.7060778665017544,0.10743707836014531,0.10866910866910867
1,2.6788182661663953,0.2751200051894136,0.2849002849002849
2,2.0203658050777014,0.45076543850544887,0.45801112467779137
3,1.7783167743798032,0.5225577322262585,0.521231854565188
4,1.1370045958632014,0.6267676440062273,0.6235246235246236
5,0.9296104324507692,0.7219933834976647,0.7159137159137159
6,1.0440594056577335,0.6608880384016607,0.6548636548636548
7,0.9318299402172165,0.7069116502335236,0.7042463709130375
8,1.474014594962943,0.5602134146341463,0.5596255596255596
9,1.5066901198337486,0.53395822522055,0.5384615384615384
10,1.205414578327537,0.5820900363258952,0.5871659204992539
11,0.8180848881007222,0.7269071094966268,0.7254103920770587
12,0.6379912356940822,0.7958614426569798,0.7929724596391263
13,0.7274045592647449,0.7682440321743643,0.7699091032424366
14,0.757664224668998,0.7527406590555267,0.7488807488807488
15,0.7793206718025073,0.7381129994810587,0.7326007326007326
16,0.6295829571899656,0.800629216398547,0.800976800976801
17,0.6162879589658299,0.8132135443694862,0.8129154795821463
18,0.7759615803078761,0.7408698754540737,0.7381630714964048
19,0.7151052664041258,0.7627789309807992,0.7578347578347578
20,1.127532777551972,0.6664990918526207,0.6655813322479989
21,1.1053575887187403,0.6197619356512714,0.6182336182336182
22,0.9119233905982838,0.666466658017644,0.6649029982363316
23,0.71508071476369,0.7570219252724442,0.7563424230090897
24,0.5675821274471059,0.8257492215879606,0.8232261565594899
25,0.4963941341522337,0.8440581214322782,0.8407271740605073
26,0.46870167484774833,0.8583776595744681,0.8518518518518519
27,0.6989442239442142,0.7805364556305138,0.7716727716727717
28,0.5402748153269662,0.8291872080954852,0.8239044905711572
29,0.46945823481626986,0.855020757654385,0.8488671822005155
30,0.46721027072479915,0.854469382459782,0.8513091846425179
31,0.5297185482571339,0.8293169434353918,0.8233618233618234
32,1.1052845502082818,0.6766508822003113,0.6722290055623389
33,0.9378542586433303,0.7163336792942397,0.7122507122507122
34,0.7757333795619462,0.7754605604566684,0.7769637769637769
35,0.7596740547191718,0.7763849247535028,0.7775064441731109
36,0.6393083876600898,0.8020563051375195,0.8023334690001357
37,0.6778877330605763,0.7810716139076285,0.780762447429114
38,0.5430728880335118,0.8347333938764919,0.8279744946411614
39,0.4706683396503738,0.8570478723404256,0.8547008547008547
40,0.44532152852808937,0.8697781525687597,0.8608058608058609
41,0.42898232637429196,0.8744648417228853,0.8656898656898657
42,0.42361804595516517,0.8752594706798131,0.8674535341202008
43,0.42332252378779217,0.872048521017125,0.8656898656898657
44,0.39272397074646753,0.885719382459782,0.8797992131325465
45,0.42904113511972714,0.8661779968863519,0.8605345272011938
46,0.4437409528352214,0.8615237415672029,0.8580925247591914
47,0.5010549471664105,0.8344739231966788,0.8297381630714964
48,0.5642704775820234,0.8136838349766476,0.8097951431284764
49,0.5570248722339634,0.8233004670472237,0.8188848188848189
50,0.4548449754484431,0.8699565386611313,0.8614841948175281
51,0.41887771810624735,0.8797677737415672,0.8734228734228734
52,0.41218669105338207,0.8801569797612869,0.8728802062135396
53,0.4291474961372855,0.8708322522055008,0.8635191968525302
54,0.4457492057710735,0.8671185781006746,0.8593135259801926
55,0.4546844364253044,0.8647671250648676,0.8597205263871931
56,0.49064169007929337,0.8496529579657499,0.8420838420838421
57,0.46127044598214134,0.8642644006227296,0.8563288563288564
58,0.48826738418333404,0.8494907887908666,0.8439831773165106
59,0.44824900717703364,0.865886092371562,0.8633835300501967
60,0.46685055110236684,0.861377789309808,0.8578211911545245
61,0.8521067118962514,0.7783147379346134,0.7768281101614435
62,0.7968902492762406,0.7761578879086664,0.772622439289106
63,0.6638187729753342,0.8058672807472755,0.8008411341744676
64,0.5394795742356213,0.8483393876491956,0.8434405101071768
65,0.511100255048556,0.8538531395952257,0.8490028490028491
66,0.49247727397027075,0.8572262584327971,0.8498168498168498
67,0.5007192449814784,0.8507557083549558,0.8457468457468458
68,0.4537409582156224,0.8631940840685003,0.8578211911545245
69,0.45722357429689414,0.8546964193046186,0.851580518247185
70,0.3887601819543015,0.8807570057083549,0.8758648758648758
71,0.47810372033687,0.8492799688635184,0.8449328449328449
72,0.42960162011729014,0.8707836014530358,0.8654185320851987
73,0.386026353849563,0.8840328230409964,0.8802062135395469
74,0.504598236982962,0.8337928126621692,0.8302808302808303
75,0.6054021273812094,0.8111702127659575,0.805589472256139
76,0.46568142464264817,0.8486961598339388,0.8416768416768416
77,0.3670612344944274,0.8941035288012454,0.8897028897028897
78,0.36628822851541865,0.8939413596263622,0.8892958892958893
79,0.47823765850742983,0.8489394135962636,0.8427621760955094
80,0.44229820259774494,0.8632103009859886,0.8580925247591914
81,0.4533564569806558,0.8563343279709393,0.8523945190611857
82,0.43995596845938306,0.8707673845355475,0.866368199701533
83,0.442260786367092,0.8655779709392839,0.862298195631529
84,0.39190771529553203,0.8822976128697457,0.8808845475512143
85,0.3771684242266974,0.8860437208095485,0.8835978835978836
86,0.3872028076527065,0.8823462636222107,0.879663546330213
87,0.3667555243767881,0.8904709392838609,0.8879392212725546
88,0.43253499027901027,0.872145822522055,0.8694885361552028
89,0.47254299239385594,0.8501881162428646,0.8509021842355176
90,1.0576455153709254,0.7145173845355475,0.7171347171347171
91,0.8855864398559218,0.7448268033212248,0.7453534120200787
92,0.7098496468831905,0.7736929164504411,0.7674671008004341
93,0.5899598898101516,0.8212571354436948,0.8149504816171483
94,0.6057271520437523,0.7991048261546445,0.7950074616741284
95,0.46690049186738364,0.8556045666839647,0.8488671822005155
96,0.4598402728661577,0.8599020498183705,0.8518518518518519
97,0.46805970539580777,0.8549396730669434,0.8507665174331841
98,0.4116710528143334,0.878259600415153,0.870980870980871
99,0.43590471988605367,0.8668591074208615,0.8612128612128612
100,0.40480604802341486,0.8760540996367411,0.8708452041785375
101,0.46131856520052167,0.8537720550077841,0.848731515398182
102,0.41187695699042415,0.871594447327452,0.8677248677248677
103,0.44877526929488254,0.8607291126102751,0.8574141907475241
104,0.4598569359680746,0.8546315516346653,0.8507665174331841
105,0.3911848724870542,0.8848598858329009,0.8814272147605481
106,0.38523863473523856,0.8859950700570836,0.8807488807488808
107,0.4126057866358015,0.8721296056045666,0.8690815357482025
108,0.3783572591003651,0.8846814997405293,0.8818342151675485
109,0.4919794228947509,0.848209652309289,0.8401845068511735
110,0.4455727232807339,0.8628373118837571,0.8574141907475241
111,0.5922669370828576,0.8179326673585885,0.8083028083028083
112,0.5197943030994986,0.8341333679294239,0.8247184913851581
113,0.4912586873558835,0.8472204203425013,0.8412698412698413
114,0.4799939472247681,0.8498475609756098,0.8439831773165106
